序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
1179828,接收,13:39:23.192.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 AF 00 12 05 32 ,
1179829,接收,13:39:23.192.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 A9 00 12 05 32 ,
1179830,接收,13:39:23.206.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 9E 00 12 05 32 ,
1179831,接收,13:39:23.207.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 90 00 12 05 32 ,
1179832,接收,13:39:23.222.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 84 00 12 05 32 ,
1179833,接收,13:39:23.238.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 7E 00 12 05 32 ,
1179834,接收,13:39:23.238.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 80 00 12 05 32 ,
1179835,接收,13:39:23.253.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 84 00 12 05 32 ,
1179836,接收,13:39:23.269.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 82 00 12 05 32 ,
1179837,接收,13:39:23.269.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 7E 00 12 05 32 ,
1179838,接收,13:39:23.284.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 7D 00 12 05 32 ,
1179839,接收,13:39:23.301.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 81 00 12 05 32 ,
1179840,接收,13:39:23.301.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 88 00 12 05 32 ,
1179841,接收,13:39:23.315.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8F 00 12 05 32 ,
1179842,接收,13:39:23.332.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8F 00 12 05 32 ,
1179843,接收,13:39:23.332.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8B 00 12 05 32 ,
1179844,接收,13:39:23.347.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 82 00 12 05 32 ,
1179845,接收,13:39:23.347.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 7E 00 12 05 32 ,
1179846,接收,13:39:23.362.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 7D 00 12 05 32 ,
1179847,接收,13:39:23.377.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 7B 00 12 05 32 ,
1179848,接收,13:39:23.377.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 7B 00 12 05 32 ,
1179849,接收,13:39:23.392.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 80 00 12 05 32 ,
1179850,接收,13:39:23.408.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 85 00 12 05 32 ,
1179851,接收,13:39:23.408.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 85 00 12 05 32 ,
1179852,接收,13:39:23.424.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 83 00 12 05 32 ,
1179853,接收,13:39:23.440.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 87 00 12 05 32 ,
1179854,接收,13:39:23.440.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8E 00 12 05 32 ,
1179855,接收,13:39:23.456.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 93 00 12 05 32 ,
1179856,接收,13:39:23.456.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 92 00 12 05 32 ,
1179857,接收,13:39:23.472.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 89 00 12 05 32 ,
1179858,接收,13:39:23.488.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 84 00 12 05 32 ,
1179859,接收,13:39:23.488.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 83 00 12 05 32 ,
1179860,接收,13:39:23.504.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 84 00 12 05 32 ,
1179861,接收,13:39:23.519.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 87 00 12 05 32 ,
1179862,接收,13:39:23.519.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8B 00 12 05 32 ,
1179863,接收,13:39:23.535.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 90 00 12 05 32 ,
1179864,接收,13:39:23.551.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 93 00 12 05 32 ,
1179865,接收,13:39:23.551.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 91 00 12 05 32 ,
1179866,接收,13:39:23.566.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 91 00 12 05 32 ,
1179867,接收,13:39:23.566.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 97 00 12 05 32 ,
1179868,接收,13:39:23.583.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 9D 00 12 05 32 ,
1179869,接收,13:39:23.598.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 9C 00 12 05 32 ,
1179870,接收,13:39:23.598.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 93 00 12 05 32 ,
1179871,接收,13:39:23.613.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8E 00 12 05 32 ,
1179872,接收,13:39:23.629.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 91 00 12 05 32 ,
1179873,接收,13:39:23.629.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 92 00 12 05 32 ,
1179874,接收,13:39:23.643.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8F 00 12 05 32 ,
1179875,接收,13:39:23.660.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8B 00 12 05 32 ,
1179876,接收,13:39:23.660.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8A 00 12 05 32 ,
1179877,接收,13:39:23.674.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8D 00 12 05 32 ,
1179878,接收,13:39:23.691.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 92 00 12 05 32 ,
1179879,接收,13:39:23.691.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 9A 00 12 05 32 ,
1179880,接收,13:39:23.706.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 A0 00 12 05 32 ,
1179881,接收,13:39:23.706.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 A5 00 12 05 32 ,
1179882,接收,13:39:23.722.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 AE 00 12 05 32 ,
1179883,接收,13:39:23.738.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 B2 00 12 05 32 ,
